title,longitude,latitude,coord_type,view_count,going_count,gone_count,scene_layer,score,tags,desc,star,ak,geotable_id
西柏坡纪念馆,113.952112,38.3450531,3,56073,50,113,6,25,yazhou zhongguo hebei shijiazhuang 2001 7001 7003 7006 505,五大革命圣地之一，展馆以解放战争为主线，介绍了中共中央老一辈革命家在西柏坡的伟大革命实践。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
三仙山,120.789653,37.82778604,3,55994,37,59,6,22,yazhou zhongguo shandong yantai penglai 2001 1017 7001 7003 7006 7005 503,既有北方皇家园林之雄，又有南方私家园林之秀，被誉为“神话仙境“。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
达里诺尔湖,116.676973,43.36537503,3,55695,73,57,6,23,yazhou zhongguo neimenggu chifeng 2001 1009 7001 503,这里是蒙古人心里的海，这里是候鸟迁徙集散的乐园，这里有富含矿物质的湖水，这里有味道鲜美的鲫鱼。达里诺尔，感受“海湖”的壮阔。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
官厅水库,115.7235219,40.35157259,3,55463,63,81,6,14,yazhou zhongguo hebei zhangjiakou 2001 7001 7003 7006 503,新中国成立后建设的第一座大型水库。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
新澳海底世界,119.570248,39.91201807,3,55323,88,141,6,12,yazhou zhongguo hebei qinhuangdao 2001 7003 7006 7005 505,真的是不错的地方，海底世界太好玩了，水母很漂亮，场馆面积偏小。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
中央电视塔,116.312768,39.92547005,3,55245,62,275,6,0,yazhou zhongguo beijing 2001 7003 7006 7005 504,空中旋转餐厅很浪漫，很是壮观的。看北京夜景和全景的最佳去处。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
殷墟,114.331538,36.12597091,3,54797,75,103,6,26,yazhou zhongguo henan anyang 2001 7001 7003 7006 7005 504,殷墟王陵遗址与殷墟宫殿宗庙遗址、洹北商城遗址等共同组成了规模宏大。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
石家大院,117.017021,39.14118713,3,54486,61,94,6,19,yazhou zhongguo tianjin 2001 7003 7006 504,石家大院位于千年古镇杨柳青，是石家位于石宝珩的住宅，是一处有“华北第一宅”之称的晚清民居建筑群。它是清代津门八大家之一石元士的旧宅，其建筑结构独特，砖木石雕精美。杨柳青石家，从清朝中叶到民初，其财力号称津西首富，名列天津八大家之一，一度财势显赫，声名遐迩。著名的表演艺术家，有“话剧皇帝”之称的石挥就是石家的后代。石家大院是我国传统民居建筑文化遗产中的一块瑰宝。目前仿佛还“养在深闺人未识”。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
云门山,118.469982,36.65082694,3,54261,45,53,6,33,yazhou zhongguo shandong weifang weifangqingzhou 2001 1017 7001 7003 7006 7005 503,远望如明镜高悬，云雾缭绕，如滚滚波涛，将山顶庙宇托于其上，若隐若现。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
汉石桥湿地公园,116.817541,40.12993306,3,54191,61,76,6,0,yazhou zhongguo beijing 2001 1010 7003 7006 503,这里以其富饶的湿地资源，被称为“京东大芦荡”、京郊“小白洋淀”。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
岱庙,117.1377975,36.20022456,3,53762,39,163,6,29,yazhou zhongguo shandong taian taishan 2001 7001 7003 7006 504,岱庙的建筑群值得建筑爱好者一看的，很庄严的感觉。风景真的特别美好。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
忻州,112.729664,38.427119,3,53493,32,1506,4,7,yazhou zhongguo shanxi 2001 1001 500,汾河流经整个城市，有名的”摔跤之乡“，有“晋北锁钥”之称。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
濮阳,115.032376,35.769699,3,53411,39,970,4,17,yazhou zhongguo henan 2001 1001 500,一座随石油而兴的城市，历史深厚，境内出土的龙虎墓，被考古界公认为“中华第一龙”。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
张裕爱斐堡,116.908273,40.38187304,3,53401,96,84,6,0,yazhou zhongguo beijing 2001 7005 508,国际酒庄采用欧式建筑风格，在蓝天白云映衬下白色的城堡十分壮观。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
嶂石岩,114.055571,37.46343595,3,53133,79,83,6,15,yazhou zhongguo hebei shijiazhuang 2001 503,以嶂石岩命名的嶂石岩地貌，和丹霞地貌、张家界地貌并称为中国三大旅游砂岩地貌。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
汾河公园,112.171912,37.92114805,3,52843,20,104,6,21,yazhou zhongguo shanxi taiyuan 2001 7001 507,环境很不错的地方，一年四季景色优美，空气也很好。清爽宜人。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
日观峰,117.1169839,36.26298677,3,52675,74,162,6,13,yazhou zhongguo shandong taian taishan 2001 1017 503,泰山最好的观看日出的地方，泰山日出是壮观而动人心弦的。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
古北水镇,117.2673255,40.65092532,3,52438,107,111,6,10,yazhou zhongguo beijing miyun simataichangcheng  7003 7006 504,京郊又一处休闲度假小镇,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
荣国府,114.5857048,38.15350632,3,52376,51,59,6,40,yazhou zhongguo hebei shijiazhuang zhengding 2001 7001 7003 7006 7005 504,位于石家庄市北15公里处的正定县，是一座具有明清风格的仿古建筑。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
秦皇岛野生动物园,119.5274563,39.87320537,3,52066,31,126,6,10,yazhou zhongguo hebei qinhuangdao 2001 7005 508,秦皇岛野生动物园建于秦皇岛和北戴河之间的海滨国家森林公园内，占地344公顷，面积334公顷，是中国城市中规划面积最大、森林覆盖率最高、环境最优美的野生动物园。秦皇岛野生动物园利用森林公园得天独厚的森林资源和优美的自然环境，模拟动物的原生环境，采用大圈散养的方式，建成猛兽区、热带动物区、草食动物区、非洲动物区、中心娱乐广场等20多处动物观赏及娱乐休闲景区。在这里，郁郁葱葱的绿色林带与绵延二百华里的海岸沙滩。辽阔无际的大海交相辉映形成一幅绝妙的天然画卷。大自然的恩赐加上人们的精心雕印，赋予这里得天独厚的观赏内涵。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
跑马岭,117.22745,36.43780792,3,51646,71,107,6,9,yazhou zhongguo shandong jinan 2001 1017 7003 7006 7005 508,跑马岭动物世界物种丰富，自然风光旖旎迷人，奇峰叠障、鸟语花香。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
水泊梁山,116.57324,35.431817,3,51643,48,52,5,21,yazhou zhongguo shandong jining 2001 1017 7001 7003 7006 7005 508,唐朝女皇武则天两次驾临，许多文人墨客也前来观光揽胜。景点服务很好。,3,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
天下第一城,116.913678,39.72135807,3,51468,36,56,6,39,yazhou zhongguo hebei langfang 2001 7001 7003 7006 508,建于河北香河县安平镇，是一座外仿明清时期都城北京之风貌，内集华夏古今文化之精华的仿古建筑。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
大沽口炮台,117.7162815,38.98333922,3,51055,27,53,6,23,yazhou zhongguo tianjin tanggu 2001 7001 7003 7006 7005 504,大沽口炮台位于塘沽区大沽口海河南岸，是入京咽喉，津门之屏障。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
上方山国家森林公园,115.819761,39.67409357,3,50944,100,91,6,0,yazhou zhongguo beijing 2001 1007 1017 7003 7006 7005 503,总体还不错，烧烤营地还不错，而且有很多漂亮的花。空气很好。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
八仙过海,120.782222,37.831632,3,50909,27,94,6,20,yazhou zhongguo shandong yantai penglai 2001 7003 7006 7005 502,空气宜人，非常美丽的地方。导游讲解全面，景区很不错。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
孔府,116.997915,35.60213993,3,50798,38,218,6,25,yazhou zhongguo shandong jining qufu sankong 2001 508,孔府的大成殿很有特色，宏伟的古建筑群。文化气息浓厚，宏伟的古建筑群。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
北普陀山,121.067517,41.17070095,3,50588,47,71,6,24,yazhou zhongguo liaoning jinzhou 2001 7001 7003 7006 7005 503,服务非常好，山间树木茂密，空气非常好，而且壮观的山峦。特别方便。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
榆次,112.707488,37.697809,3,50500,32,1782,4,11,yazhou zhongguo shanxi jinzhong 2001 3024 500,古曾有“榆次八景”之说，即“罕山时雨、涂水洪涛、龙门晚照、源池荷花、榆城烟柳井峪寒泉、神林积雪、蔺郊无霜”。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
百里峡,115.392058,39.67400811,3,50389,44,83,6,40,yazhou zhongguo hebei baoding yesanpo 2001 7001 7003 7006 503,幽深峡谷，山水相融，百里峡用最纯粹的自然风光构成一幅浓墨重彩的“百里画廊”。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
空中草原,114.581868,39.59622507,3,50187,59,36,6,40,yazhou zhongguo hebei zhangjiakou yuxian 2001 1006 3017 7001 7003 7006 503,空中草原是周边地区面积最大，地势最为平坦宽阔的高山草甸。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
朝阳,120.44875,41.589311,3,50079,41,1177,4,8,yazhou zhongguo liaoning 2001 2109 1001 500,朝阳市地理位置十分重要，自古以来为塞外战略要地。地处京、津、唐和东北城市群中间，是东北通往关内的咽喉要道。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
太平洋海底世界博览馆,116.312665,39.9247721,3,49937,75,95,6,0,yazhou zhongguo beijing 2001 7003 7006 7005 505,以展示海洋生物为主，集科普教育、观赏娱乐于一体。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
海坨山,115.825543,40.565288,3,49862,134,53,6,0,yazhou zhongguo beijing 2001 1017 7003 7006 503,国家级自然保护区这里有高山草甸，花花草草们种类繁杂，美不胜收；这里还有湖水青碧的峡谷风情，水上雾霭沉沉，气候凉爽宜人。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
京西古道,116.054802,39.9723951,3,49727,93,39,6,0,yazhou zhongguo beijing 2001 508,京西古道距今有数千年的历史，远古的烽烟、民族的交往和宗教的活动等数不清的神奇故事，散落在古道两侧，它是那个时代的象征，使我们深深感受到时代的变迁和历史的足音。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
鼓楼,116.402327,39.946792,3,49207,74,391,6,0,yazhou zhongguo beijing 2001 7003 7006 504,从乐器升华为报时工具，曾经的鼓楼和钟楼屹立于北京城的中心，“暮鼓晨钟”使全城有序可循。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
布拉格农场,116.8902,39.768171,3,49058,141,98,6,0,yazhou zhongguo beijing 2001 508,北京种植面积最大的香草种基地，可闻遍世界各种香草味道，在这块随处可邂逅薰衣草的浪漫。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
联峰山,119.466367,39.83153711,3,48978,29,87,6,19,yazhou zhongguo hebei qinhuangdao beidaihe 2001 1017 7001 7003 7006 503,因山势连缀固有联峰之妙，山势远视又似莲蓬，所以联峰山又称莲蓬山。最高峰山顶修建的望海亭，登亭观望，北戴河秀丽的风光尽收眼底。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
八仙山,117.551822,40.18889502,3,48966,65,78,6,19,yazhou zhongguo tianjin jixian 2001 1007 7001 503,这里是天津地势最高、群峰汇集的地方，各种树木依山势高低错落有秩，组成了八仙山这座天然绿色的立体画库。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
天津热带植物观光园,117.101026,39.14469108,3,48880,75,91,6,11,yazhou zhongguo tianjin 2001 7003 7006 507,目前亚洲最大的室内生态植物观光园。看怒放的繁华，看茂盛的树叶，看精彩的舞蹈，感受热带雨林的活力。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
紫竹院,116.32471,39.94841005,3,48771,87,209,6,7,yazhou zhongguo beijing 2001 7003 7006 507,春风暖筱百花舒，夏霭轻舟翠盖浮，秋雨润芦枫叶艳，冬云瑞雪映松竹。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
兴城古城,120.7186656,40.62918231,3,48283,26,70,6,17,yazhou zhongguo liaoning huludao 2001 1002 7001 7003 7006 7005 504,兴城古城是我国现存古城中保存最完好的一座，古韵悠悠，底蕴深厚。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
东平湖,116.206529,35.96135292,3,48052,65,71,6,20,yazhou zhongguo shandong taian 2001 1009 7001 7003 7006 508,《水浒传》中八百里水泊唯一遗存水域，风景秀美，度假胜地。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
碧螺塔酒吧公园,119.543034,39.82667711,3,47968,29,69,6,21,yazhou zhongguo hebei qinhuangdao beidaihe 2001 7001 7003 7006 507,这里三面环海，风光绚丽。登塔远眺，茫茫大海尽收眼底，令您心旷神怡。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
菩提岛,118.882442,39.16521509,3,47512,68,83,6,23,yazhou zhongguo hebei tangshan laoting 2001 7001 7005 508,菩提岛为华北第一大岛，也是著名的国际观鸟基地，岛上有动物400余种，植物168种，岛上的潮音寺为清末僧人所建，历史悠久。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
旅顺军港,121.264851,38.80939212,3,47403,33,110,6,35,yazhou zhongguo liaoning dalian lvshun 2001 7001 7003 7006 502,曾经的北洋海军根据地，几十年在日俄间流离失所，如今已将屈辱抛却，成为展现海军舰队威严风采的窗口。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
锡林浩特,116.193657,43.6553161,3,46839,62,1010,4,14,yazhou zhongguo neimenggu xilinguole 2001 7001 500,锡林浩特，蒙元文化发祥地，景致秀美的“草原明珠”。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
金隅凤山温泉度假村,116.2901398,40.25598135,3,46828,59,84,6,18,yazhou zhongguo beijing changping 2001 7001 508,坐落在苍山翠柏中，环境幽雅清净，拥有72种温泉，24小时全天开放。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
易县,115.497531,39.3492021,3,46767,37,47,4,16,yazhou zhongguo hebei baoding 2001 7001 500,易县，古称易州，西倚太行山脉，东临冀中平原因境内有易水而得名。,3,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
孔林,116.999144,35.6246499,3,46531,28,208,6,23,yazhou zhongguo shandong jining qufu sankong 2001 504,孔林是孔子及其后裔的墓地，是我国现有规模最大、持续年代最长、保护最完整的一处宗族墓葬地。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
大兴,116.348209,39.732487,3,46323,41,2666,5,0,yazhou zhongguo beijing 2001 4021 508,大兴区，地处北京南郊平原，东经116°13′-116°43′，北纬39°26′-39°51′，区位优势得天独厚。大兴是北京市唯一一个拥有两座新城的郊区县。其中，区政府所在地大兴新城距市区南三环仅13公里，它是1984年国务院批准建设的首都第一批重点发展的卫星城之一；北京新城亦庄，即北京经济技术开发区，是在北京跨入国际化大都市的经济发展框架和战略选择中，在大兴亦庄镇内迅速崛起的又一座新城。大兴交通便利，不但是京津塘高新技术产业带上的一个重要环节，还是京九铁路的龙头，将成为沟通南北东西的现代化物流中心之一。大兴区是首都重要的农副食品生产供应基地、高新技术产业基地、人口疏散基地和绿甜旅游基地，是享誉国内外的“西瓜之乡”。结合城区居民周末度假需求的特点，大兴区开展了具有本地特色的观光、休闲、度假的田园旅游业，集休闲、购物、参观、体育、教育、娱乐于一体。大兴区超前建设能源，交通，通讯等“硬环境”；努力完善优惠政策，服务体系等“软环境”，为海内外合作伙伴创造了良好的投资条件，成为中外业界来京投资置业的热点地区。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
朝阳沟,113.8166008,36.92356902,3,46174,27,41,5,33,yazhou zhongguo hebei handan 2001 7001 501,景区阳春花木繁盛，百鸟争鸣，盛夏泉水清澈，流水不断。服务人员态度热情。,3,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
房山,116.149667,39.754192,3,46127,44,2340,5,0,yazhou zhongguo beijing 2001 4021 4006 4014 4007 508,房山位于北纬39°30′~39°55′，东经115°25′~116°15′，处华北平原与太行山交界地带，西部和北部是山地、丘陵，东部和南部为沃野平原。主要山脉大房山、大安山、三角山、百花山、西占山等均系太行山分支。最高峰是百花山的百草畔，海拔2035米；最低处是东南部立教洼，海拔为26米。境内有大小河流13条，拒马河、大石河回旋曲折，永定河、小清河穿境而过。房山人文资源、矿产资源、旅游资源、地热资源丰富，是京郊著名的“建材之乡”、“建筑之乡”、“煤炭之乡”、“林果之乡”和“旅游胜地”。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
灵水村,115.744286,40.00952006,3,46112,44,29,5,0,yazhou zhongguo beijing 2001 1003 7004 7003 7006 501,《爸爸去哪儿》的第一站，是北京周边知名的古村落，当地有名的“举人村”。,3,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
伊斯兰风情街,111.661018,40.81421397,3,45718,26,55,6,18,yazhou zhongguo neimenggu huhehaote 2001 7001 7003 7006 508,绿色或黄色的球形殿顶，高耸的柱式塔楼，以沙漠黄为主的色调，会让人领略到浓郁的伊斯兰风情。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
双塔寺,112.603526,37.851992,3,45581,34,72,6,20,yazhou zhongguo shanxi taiyuan 2001 3022 7001 7003 7006 504,它坐南朝北，依山构筑，居高临下而视野开阔。这里，绿树红墙，宝塔梵殿。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
冉庄地道战遗址,115.3797476,38.67877236,3,45332,61,71,6,17,yazhou zhongguo hebei baoding 2001 7001 7003 7006 504,为了纪念著名的冉庄地道战而建立的遗址，完整保留着高房工事、牲口槽、地平面、锅台、石头堡、面柜等各种作战工事。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
方特欢乐世界,117.198277,36.24169086,3,44625,85,67,6,20,yazhou zhongguo shandong taian 2001 7001 7003 7006 7005 508,一个以科技和幻想为主题的乐园，一个用高新科技打造的带来全新体验的主题公园。要欢乐，去方特！,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
雪山彩虹谷,118.696369,35.79131889,3,44602,44,71,6,30,yazhou zhongguo shandong linyi yishui 2001 7001 7003 7006 7005 503,东西很过瘾很好玩，风景环境很好，空气很新鲜，景区可以玩的项目很多。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
常家庄园,112.647607,37.54872197,3,44280,57,69,6,39,yazhou zhongguo shanxi jinzhong yuci 2001 7001 7003 7006 7005 504,明清晋商巨贾常氏家族府邸，古建筑历史悠久，官家府邸的气派让人惊叹。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
银山塔林,116.333507,40.33068806,3,44271,84,66,6,0,yazhou zhongguo beijing 2001 503,原名“铁壁银山”，辽金以东佛教圣地，为明清时期“燕平八景”之一。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
奥林匹克水上公园,116.698953,40.18787707,3,43949,37,94,6,0,yazhou zhongguo beijing 2001 7003 7006 507,2008年北京奥运会所有赛艇、划艇赛事的举办地。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
章丘,117.534335,36.71419092,3,43790,35,70,4,17,yazhou zhongguo shandong jinan 2001 500,章丘市南北长70公里，东西宽37公里，总面积1855平方公里。从地貌的角度来看，章丘属于鲁西断块区，在鲁西断块区的泰鲁块隆内，古生代地层由新到老出露，最老的为中上寒武系的灰岩出露构成南部小区：泥盆系中、上石灰岩系沙页岩出露于明水附近地区，往北在小长白山附近则以火成岩为主。前者易透水，后者则不行，加之地势南高北低，地下水自南向北汇聚，在明水附近受阻水头出露地面，行成泉群，故明水多甘泉，多水。,3,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
水上公园,117.174454,39.09452708,3,43045,30,157,6,17,yazhou zhongguo tianjin 2001 7003 7006 507,天津水上公园极具天津个性与特色，有景可看、有史可叙、有情可抒，是天津最大的综合性公园。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
龙脉温泉度假村,116.405078,40.18532706,3,42598,68,125,6,0,yazhou zhongguo beijing 2001 3015 7003 7006 7005 503,这里蕴藏着国内首屈一指的淡温泉，地热资源丰富，环境优雅，是一个泡汤养生的极佳之地。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
华严寺,113.3031239,40.09870197,3,42523,31,71,6,22,yazhou zhongguo shanxi datong 2001 3022 7001 7003 7006 7005 504,辽金时期华严宗的重要寺庙，上下二寺如今虽已连为一体，但仍有各自的主殿和特点，不改千年古刹的气魄。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
天河山,113.804379,37.09347594,3,42300,105,54,6,40,yazhou zhongguo hebei xingtai 2001 1017 7001 7003 7006 7005 503,这里是太行山上最绿的地方，静然不动，见证着牛郎织女的旷世之恋。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
大连女骑警基地,121.669277,38.90794807,3,42097,52,60,6,18,yazhou zhongguo liaoning dalian 2001 7003 7006 508,蔚蓝的天空，平坦的沙场，奔驰的警马，飒爽的女警，构成了大连女骑警训练基地的一幅绝美的画面，是大连不可或缺的一张城市名片。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
蓬莱极地海洋世界,120.752548,37.83125501,3,42067,63,76,6,20,yazhou zhongguo shandong yantai penglai 2001 7001 7003 7006 508,山东蓬莱海洋极地世界是亚洲最大的海洋世界，这里汇集了北极熊、白鲸、海豚、海狮、海豹等世界各地近千种海洋生物。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
玉黛湖,118.1514279,36.81181063,3,41649,63,104,6,24,yazhou zhongguo shandong zibo 2001 1009 7001 7003 7006 503,集休闲娱乐、现代游乐、农业观光、餐饮服务为一体的景区。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
陶然亭,116.388223,39.88023505,3,41334,49,172,6,6,yazhou zhongguo beijing 2001 7003 7006 507,陶然亭面阔三间，亭上有苏式彩绘，屋内梁栋饰有山水花鸟彩画。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
独乐寺,117.410073,40.05099204,3,41333,26,39,6,19,yazhou zhongguo tianjin jixian 2001 3022 7001 7003 7006 7005 504,中国最古老的木结构高层楼阁观音阁，最大的古代泥塑之一观音像，最早最尊贵的庑殿顶山门，堪称独乐寺“三绝”，值得一观。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
水帘峡,117.229485,36.42117289,3,41123,43,70,6,4,yazhou zhongguo shandong jinan 2001 7003 7006 7005 503,神泉圣水铸就了“泉城之巅，趵突之源”的美誉；飞瀑成群、树木葱郁。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
兴隆,117.507217,40.423271,3,40995,20,43,4,13,yazhou zhongguo hebei chengde 2001 7001 500,京东黄金旅游带上的一颗璀璨的明珠，有着悠久的历史和深厚的文化底蕴，曾被清政府划为“后龙风水禁地”，有“避暑凉岛”的美誉。,3,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
京西草原,115.839681,40.363019,3,40774,69,74,6,0,yazhou zhongguo beijing 4020 2001 1006 3007 3017 4014 4021 1021 503,草原占地9万亩，位于北京西北部，与八达岭长城毗邻，这里有草原，青山、秀水、绿地，风光无限，处处可见成群的牛羊，构成一副天然的画卷。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
孔庙,116.4210049,39.95309315,3,40698,55,207,6,0,yazhou zhongguo beijing 2001 7003 7006 7005 504,700多年的漫长历史中，这里成为元、明、清三代统治者尊孔崇儒，宣扬教化、主兴文脉的圣地，也成为众多志在功名的读书人顶礼膜拜的殿堂。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
五峰山,116.847179,36.45200787,3,40154,36,53,6,7,yazhou zhongguo shandong jinan 2001 1017 7003 7006 7005 503,齐五峰环抱的绿树浓荫之中，宫、观、亭、台相互掩映，风景绝佳，堪称”齐鲁仙境“，也是古代江北第一道教圣地。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
京都第一瀑,116.791407,40.597969,3,40064,52,33,6,0,yazhou zhongguo beijing 2001 7005 503,京都第一瀑位于北京密云县石城乡柳棵峪内，距北京103公里，黑龙潭北3公里，是由云蒙山泉水汇集而成，落差62.5米，坡度85度。是京郊流水量最大的瀑布。走进峡谷，未见瀑而先闻其声。水从悬崖直泻而下，云雾弥漫。远眺，如玉柱擎天，雄伟壮观。近看，银花四溅，犹如白雾向空中喷涌。阳光照射，呈现出七彩虹，旖旎如画，形成斑驳陆离的颜色。瀑下潭大而奇，深不可测。文人墨客咏诗赞叹：“云蒙瀑乡绣色锦，飞流直下双白尺，京华瀑魁众叹服，嫦娥观止不归宫。”,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
宣化,115.006752,40.588021,3,39883,41,62,4,16,yazhou zhongguo hebei zhangjiakou 2001 7001 500,宣化分为宣化区和宣化县。其中，宣化区位于张家口东南28公里处，是连接东部经济带与中西部资源区的重要纽带。本区辖1镇3乡7个街道办事处。宣化区隶属张家口市，曾是京西的政治中心和文化教育中心。古城宣化，东临京津，西接晋蒙，地形地貌独特，蕴藏着丰富的土地、矿产、地上地下水等自然资源。地处冀西北山间盆地至宣化盆地的北缘。西北高、东南低，周围由南北草帽山、狼尾巴山、烟筒山环抱。城区地势平坦。洋河是该区境内的主要河流，城西的柳川河和城东的泡沙河、龙洋河等季节性河流注入洋河，大部分河段干涸，因此水沙资源丰富。本区自然资源较丰富。地下矿产资源有：煤炭、铁矿石、黄金、膨润土、富钾页岩、白云岩等。水资源不但丰富，而且水质好、适宜灌溉。地下水主要分布在洋河河床地带，具有宽度大、埋藏浅的特点，是本区工农业生产和生活用水的主要基地。,3,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
劝业场,117.207122,39.13262555,3,39732,21,194,6,18,yazhou zhongguo tianjin 2001 508,感受老牌商场“明码标价，童叟无欺”的服务态度，来一次亲切愉快的购物体验。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
周口店北京人遗址,115.935105,39.69664109,3,39343,69,61,6,0,yazhou zhongguo beijing 2001 7005 504,作为古人类遗址的重要代表，周口店保存了纵贯70万年的人类生存历史。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
聊斋旅游区,118.0153705,36.63644166,3,39339,41,45,6,24,yazhou zhongguo shandong zibo 2001 7001 7003 7006 504,聊斋城里，看聊斋传奇，忆蒲氏辉煌。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
